order_id,created_at,website_session_id,user_id,primary_product_id,items_purchased,price_usd,cogs_usd
1394,"2012-10-26 12:53:06",36921,33642,1,1,49.99,19.49
1395,"2012-10-26 13:10:26",36925,33645,1,1,49.99,19.49
1396,"2012-10-26 13:25:38",36934,30115,1,1,49.99,19.49
1397,"2012-10-26 13:25:58",36940,33657,1,1,49.99,19.49
1398,"2012-10-26 14:56:00",36973,33686,1,1,49.99,19.49
1399,"2012-10-26 15:34:18",36984,33696,1,1,49.99,19.49
1400,"2012-10-26 17:05:27",37017,33727,1,1,49.99,19.49
1401,"2012-10-26 17:14:30",37019,33729,1,1,49.99,19.49
1402,"2012-10-26 19:03:52",37042,33749,1,1,49.99,19.49
1403,"2012-10-26 19:48:43",37049,33755,1,1,49.99,19.49
1404,"2012-10-26 22:11:25",37076,33780,1,1,49.99,19.49
1405,"2012-10-26 23:44:03",37090,33791,1,1,49.99,19.49
1406,"2012-10-27 02:44:43",37111,33810,1,1,49.99,19.49
1407,"2012-10-27 04:23:06",37117,33815,1,1,49.99,19.49
1408,"2012-10-27 05:39:40",37124,33822,1,1,49.99,19.49
1409,"2012-10-27 11:09:08",37165,33857,1,1,49.99,19.49
1410,"2012-10-27 11:21:06",37170,33862,1,1,49.99,19.49
1411,"2012-10-27 12:16:55",37178,28209,1,1,49.99,19.49
1412,"2012-10-27 13:52:04",37189,33879,1,1,49.99,19.49
1413,"2012-10-28 01:21:46",37266,33948,1,1,49.99,19.49
1414,"2012-10-28 06:58:53",37280,33960,1,1,49.99,19.49
1415,"2012-10-28 10:22:13",37299,33976,1,1,49.99,19.49
1416,"2012-10-28 14:41:24",37330,34005,1,1,49.99,19.49
1417,"2012-10-28 21:32:58",37389,34059,1,1,49.99,19.49
1418,"2012-10-28 23:21:30",37413,34081,1,1,49.99,19.49
1419,"2012-10-29 04:38:58",37440,31331,1,1,49.99,19.49
1420,"2012-10-29 07:30:54",37457,34122,1,1,49.99,19.49
1421,"2012-10-29 09:20:57",37474,34134,1,1,49.99,19.49
1422,"2012-10-29 09:23:24",37473,34133,1,1,49.99,19.49
1423,"2012-10-29 11:34:36",37514,34167,1,1,49.99,19.49
1424,"2012-10-29 11:39:24",37518,34169,1,1,49.99,19.49
1425,"2012-10-29 15:23:25",37582,34226,1,1,49.99,19.49
1426,"2012-10-29 15:40:26",37589,34232,1,1,49.99,19.49
1427,"2012-10-29 16:31:31",37605,34248,1,1,49.99,19.49
1428,"2012-10-29 18:07:14",37635,34277,1,1,49.99,19.49
1429,"2012-10-29 20:52:35",37663,34302,1,1,49.99,19.49
1430,"2012-10-29 23:56:47",37695,34327,1,1,49.99,19.49
1431,"2012-10-30 00:38:21",37703,34334,1,1,49.99,19.49
1432,"2012-10-30 06:42:03",37734,34363,1,1,49.99,19.49
1433,"2012-10-30 09:03:10",37773,34399,1,1,49.99,19.49
1434,"2012-10-30 09:10:35",37774,34400,1,1,49.99,19.49
1435,"2012-10-30 09:36:30",37783,34408,1,1,49.99,19.49
1436,"2012-10-30 11:11:32",37808,34431,1,1,49.99,19.49
1437,"2012-10-30 11:21:32",37813,34435,1,1,49.99,19.49
1438,"2012-10-30 12:30:08",37840,34460,1,1,49.99,19.49
1439,"2012-10-30 12:42:55",37846,34466,1,1,49.99,19.49
1440,"2012-10-30 14:06:04",37875,34489,1,1,49.99,19.49
1441,"2012-10-30 18:15:11",37947,34551,1,1,49.99,19.49
1442,"2012-10-30 19:20:38",37965,34565,1,1,49.99,19.49
1443,"2012-10-30 21:09:00",37993,34589,1,1,49.99,19.49
1444,"2012-10-30 23:42:30",38019,34611,1,1,49.99,19.49
1445,"2012-10-31 01:58:54",38037,34626,1,1,49.99,19.49
1446,"2012-10-31 07:57:49",38061,34649,1,1,49.99,19.49
1447,"2012-10-31 10:22:14",38104,34686,1,1,49.99,19.49
1448,"2012-10-31 12:09:29",38158,30182,1,1,49.99,19.49
1449,"2012-10-31 12:47:44",38172,34747,1,1,49.99,19.49
1450,"2012-10-31 13:07:32",38182,34757,1,1,49.99,19.49
1451,"2012-10-31 14:46:50",38217,34787,1,1,49.99,19.49
1452,"2012-10-31 15:48:49",38238,34807,1,1,49.99,19.49
1453,"2012-10-31 15:56:08",38244,34811,1,1,49.99,19.49
1454,"2012-10-31 16:50:37",38272,23077,1,1,49.99,19.49
1455,"2012-10-31 17:26:38",38288,34850,1,1,49.99,19.49
1456,"2012-10-31 19:08:03",38320,34880,1,1,49.99,19.49
1457,"2012-10-31 20:28:25",38343,34900,1,1,49.99,19.49
1458,"2012-10-31 20:36:22",38345,34901,1,1,49.99,19.49
1459,"2012-10-31 20:44:04",38347,34903,1,1,49.99,19.49
1460,"2012-10-31 20:59:48",38350,34906,1,1,49.99,19.49
1461,"2012-10-31 21:07:53",38351,34907,1,1,49.99,19.49
1462,"2012-10-31 22:08:14",38365,34921,1,1,49.99,19.49
1463,"2012-11-01 01:53:10",38395,34949,1,1,49.99,19.49
1464,"2012-11-01 12:05:45",38508,35051,1,1,49.99,19.49
1465,"2012-11-01 12:35:09",38519,35060,1,1,49.99,19.49
1466,"2012-11-01 15:14:40",38576,35113,1,1,49.99,19.49
1467,"2012-11-01 16:08:18",38598,35130,1,1,49.99,19.49
1468,"2012-11-01 16:31:27",38606,35137,1,1,49.99,19.49
1469,"2012-11-01 17:18:52",38627,35156,1,1,49.99,19.49
1470,"2012-11-01 19:01:05",38654,35177,1,1,49.99,19.49
1471,"2012-11-01 20:46:11",38676,35195,1,1,49.99,19.49
1472,"2012-11-01 21:20:53",38684,35203,1,1,49.99,19.49
1473,"2012-11-01 21:26:04",38685,35204,1,1,49.99,19.49
1474,"2012-11-01 22:31:58",38696,35214,1,1,49.99,19.49
1475,"2012-11-01 23:56:10",38711,35227,1,1,49.99,19.49
1476,"2012-11-02 00:47:28",38723,35235,1,1,49.99,19.49
1477,"2012-11-02 01:49:17",38730,35242,1,1,49.99,19.49
1478,"2012-11-02 03:58:54",38739,35251,1,1,49.99,19.49
1479,"2012-11-02 06:39:56",38757,35268,1,1,49.99,19.49
1480,"2012-11-02 08:59:29",38770,29373,1,1,49.99,19.49
1481,"2012-11-02 10:14:35",38786,35293,1,1,49.99,19.49
1482,"2012-11-02 11:30:33",38804,35311,1,1,49.99,19.49
1483,"2012-11-02 13:47:59",38854,35355,1,1,49.99,19.49
1484,"2012-11-02 15:26:09",38889,35384,1,1,49.99,19.49
1485,"2012-11-02 19:15:05",38957,35438,1,1,49.99,19.49
1486,"2012-11-02 19:39:27",38963,35444,1,1,49.99,19.49
1487,"2012-11-02 20:32:28",38987,35463,1,1,49.99,19.49
1488,"2012-11-02 21:16:14",38995,35469,1,1,49.99,19.49
1489,"2012-11-02 21:22:07",38997,35471,1,1,49.99,19.49
1490,"2012-11-02 23:18:16",39008,35482,1,1,49.99,19.49
1491,"2012-11-03 08:24:19",39052,35522,1,1,49.99,19.49
1492,"2012-11-03 11:44:06",39082,35550,1,1,49.99,19.49
1493,"2012-11-03 15:01:11",39115,35581,1,1,49.99,19.49
1494,"2012-11-03 23:34:51",39180,24159,1,1,49.99,19.49
1495,"2012-11-04 00:28:32",39185,35642,1,1,49.99,19.49
1496,"2012-11-04 02:12:48",39191,35647,1,1,49.99,19.49
1497,"2012-11-04 03:05:09",39195,35651,1,1,49.99,19.49
1498,"2012-11-04 08:08:32",39211,35664,1,1,49.99,19.49
1499,"2012-11-04 14:19:21",39258,35707,1,1,49.99,19.49
1500,"2012-11-04 15:00:15",39263,35712,1,1,49.99,19.49
1501,"2012-11-04 15:06:05",39264,35713,1,1,49.99,19.49
1502,"2012-11-04 15:20:04",39266,35715,1,1,49.99,19.49
1503,"2012-11-04 16:30:23",39278,35725,1,1,49.99,19.49
1504,"2012-11-04 20:58:09",39309,35752,1,1,49.99,19.49
1505,"2012-11-05 00:24:36",39341,35782,1,1,49.99,19.49
1506,"2012-11-05 02:23:49",39360,35801,1,1,49.99,19.49
1507,"2012-11-05 10:10:27",39426,35862,1,1,49.99,19.49
1508,"2012-11-05 11:52:36",39475,35906,1,1,49.99,19.49
1509,"2012-11-05 14:47:57",39536,35959,1,1,49.99,19.49
1510,"2012-11-05 16:21:06",39570,35986,1,1,49.99,19.49
1511,"2012-11-05 16:27:28",39573,35989,1,1,49.99,19.49
1512,"2012-11-05 18:36:39",39613,36025,1,1,49.99,19.49
1513,"2012-11-05 18:36:49",39614,36026,1,1,49.99,19.49
1514,"2012-11-05 18:45:31",39618,36030,1,1,49.99,19.49
1515,"2012-11-05 19:57:29",39636,36046,1,1,49.99,19.49
1516,"2012-11-06 03:11:04",39704,19836,1,1,49.99,19.49
1517,"2012-11-06 06:29:10",39722,36122,1,1,49.99,19.49
1518,"2012-11-06 06:52:24",39725,36125,1,1,49.99,19.49
1519,"2012-11-06 08:38:31",39746,36145,1,1,49.99,19.49
1520,"2012-11-06 09:51:28",39762,36158,1,1,49.99,19.49
1521,"2012-11-06 10:05:16",39774,36170,1,1,49.99,19.49
1522,"2012-11-06 10:33:57",39783,36178,1,1,49.99,19.49
1523,"2012-11-06 12:35:09",39825,36216,1,1,49.99,19.49
1524,"2012-11-06 14:06:35",39874,36257,1,1,49.99,19.49
1525,"2012-11-06 14:28:08",39886,36268,1,1,49.99,19.49
1526,"2012-11-06 14:47:56",39896,36278,1,1,49.99,19.49
1527,"2012-11-06 15:06:40",39901,34437,1,1,49.99,19.49
1528,"2012-11-06 15:20:39",39909,22180,1,1,49.99,19.49
1529,"2012-11-06 15:26:09",39913,36292,1,1,49.99,19.49
1530,"2012-11-06 16:52:04",39944,36322,1,1,49.99,19.49
1531,"2012-11-06 17:02:25",39947,36325,1,1,49.99,19.49
1532,"2012-11-06 17:31:16",39962,36337,1,1,49.99,19.49
1533,"2012-11-06 18:02:08",39973,36348,1,1,49.99,19.49
1534,"2012-11-06 18:15:50",39977,36352,1,1,49.99,19.49
1535,"2012-11-06 20:31:31",40019,36387,1,1,49.99,19.49
1536,"2012-11-06 22:11:41",40045,28258,1,1,49.99,19.49
1537,"2012-11-07 02:34:13",40086,36448,1,1,49.99,19.49
1538,"2012-11-07 05:13:20",40100,36462,1,1,49.99,19.49
1539,"2012-11-07 05:52:15",40103,36464,1,1,49.99,19.49
1540,"2012-11-07 07:58:40",40113,36474,1,1,49.99,19.49
1541,"2012-11-07 08:44:53",40120,36481,1,1,49.99,19.49
1542,"2012-11-07 09:47:11",40142,36498,1,1,49.99,19.49
1543,"2012-11-07 10:44:43",40159,36513,1,1,49.99,19.49
1544,"2012-11-07 10:56:28",40171,36525,1,1,49.99,19.49
1545,"2012-11-07 14:38:44",40280,36625,1,1,49.99,19.49
1546,"2012-11-07 15:32:34",40308,29750,1,1,49.99,19.49
1547,"2012-11-07 15:51:02",40321,36661,1,1,49.99,19.49
1548,"2012-11-07 16:08:42",40328,22621,1,1,49.99,19.49
1549,"2012-11-07 16:35:30",40337,36676,1,1,49.99,19.49
1550,"2012-11-07 17:26:40",40357,36695,1,1,49.99,19.49
1551,"2012-11-07 18:28:17",40381,36717,1,1,49.99,19.49
1552,"2012-11-07 18:31:01",40382,36718,1,1,49.99,19.49
1553,"2012-11-07 20:33:14",40407,23974,1,1,49.99,19.49
1554,"2012-11-07 22:24:53",40435,36766,1,1,49.99,19.49
1555,"2012-11-07 23:04:51",40438,36769,1,1,49.99,19.49
1556,"2012-11-08 00:00:44",40448,36778,1,1,49.99,19.49
1557,"2012-11-08 01:50:03",40460,36790,1,1,49.99,19.49
1558,"2012-11-08 04:48:20",40473,36802,1,1,49.99,19.49
1559,"2012-11-08 10:42:32",40541,36860,1,1,49.99,19.49
1560,"2012-11-08 11:46:11",40558,36877,1,1,49.99,19.49
1561,"2012-11-08 13:26:54",40599,36916,1,1,49.99,19.49
1562,"2012-11-08 16:48:19",40682,36991,1,1,49.99,19.49
1563,"2012-11-08 18:34:37",40711,37016,1,1,49.99,19.49
1564,"2012-11-08 23:54:35",40770,37072,1,1,49.99,19.49
1565,"2012-11-09 04:36:27",40804,37104,1,1,49.99,19.49
1566,"2012-11-09 05:10:53",40812,37111,1,1,49.99,19.49
1567,"2012-11-09 06:54:10",40829,37127,1,1,49.99,19.49
1568,"2012-11-09 08:05:54",40840,37138,1,1,49.99,19.49
1569,"2012-11-09 08:06:36",40839,37137,1,1,49.99,19.49
1570,"2012-11-09 08:14:56",40843,37141,1,1,49.99,19.49
1571,"2012-11-09 09:01:40",40850,37147,1,1,49.99,19.49
1572,"2012-11-09 09:28:11",40860,37157,1,1,49.99,19.49
1573,"2012-11-09 09:43:17",40866,37162,1,1,49.99,19.49
1574,"2012-11-09 11:22:33",40900,37193,1,1,49.99,19.49
1575,"2012-11-09 11:41:16",40903,37196,1,1,49.99,19.49
1576,"2012-11-09 12:18:16",40922,37214,1,1,49.99,19.49
1577,"2012-11-09 13:08:40",40937,37225,1,1,49.99,19.49
1578,"2012-11-09 13:58:01",40953,37239,1,1,49.99,19.49
1579,"2012-11-09 14:09:26",40957,37243,1,1,49.99,19.49
1580,"2012-11-09 16:52:02",41014,37295,1,1,49.99,19.49
1581,"2012-11-10 03:15:58",41117,37386,1,1,49.99,19.49
1582,"2012-11-10 14:19:48",41198,37456,1,1,49.99,19.49
1583,"2012-11-10 17:17:41",41221,37475,1,1,49.99,19.49
1584,"2012-11-10 18:07:01",41227,37481,1,1,49.99,19.49
1585,"2012-11-10 21:15:18",41252,37505,1,1,49.99,19.49
1586,"2012-11-11 01:05:04",41275,37523,1,1,49.99,19.49
1587,"2012-11-11 03:12:09",41280,37528,1,1,49.99,19.49
1588,"2012-11-11 08:08:03",41299,37547,1,1,49.99,19.49
1589,"2012-11-11 19:38:19",41388,37628,1,1,49.99,19.49
1590,"2012-11-11 21:58:20",41408,37645,1,1,49.99,19.49
1591,"2012-11-11 21:58:37",41407,37644,1,1,49.99,19.49
1592,"2012-11-12 00:05:54",41432,37667,1,1,49.99,19.49
1593,"2012-11-12 06:10:36",41470,37701,1,1,49.99,19.49
1594,"2012-11-12 08:26:53",41481,37712,1,1,49.99,19.49
1595,"2012-11-12 08:32:05",41482,37713,1,1,49.99,19.49
1596,"2012-11-12 09:09:42",41492,37723,1,1,49.99,19.49
1597,"2012-11-12 09:26:10",41497,37728,1,1,49.99,19.49
1598,"2012-11-12 09:53:21",41509,37738,1,1,49.99,19.49
1599,"2012-11-12 10:47:57",41522,37750,1,1,49.99,19.49
1600,"2012-11-12 11:45:07",41536,37761,1,1,49.99,19.49
1601,"2012-11-12 12:13:49",41548,37771,1,1,49.99,19.49
1602,"2012-11-12 16:33:20",41639,37851,1,1,49.99,19.49
1603,"2012-11-12 16:43:39",41646,37857,1,1,49.99,19.49
1604,"2012-11-12 19:23:54",41697,37904,1,1,49.99,19.49
1605,"2012-11-12 19:31:55",41698,37905,1,1,49.99,19.49
1606,"2012-11-12 19:32:30",41699,37906,1,1,49.99,19.49
1607,"2012-11-12 21:26:26",41721,37925,1,1,49.99,19.49
1608,"2012-11-12 21:56:52",41729,37933,1,1,49.99,19.49
1609,"2012-11-12 22:24:27",41733,37937,1,1,49.99,19.49
1610,"2012-11-13 02:45:44",41767,37970,1,1,49.99,19.49
1611,"2012-11-13 12:43:26",41888,38082,1,1,49.99,19.49
1612,"2012-11-13 12:50:21",41892,38086,1,1,49.99,19.49
1613,"2012-11-13 14:04:07",41915,38107,1,1,49.99,19.49
1614,"2012-11-13 15:39:26",41952,38138,1,1,49.99,19.49
1615,"2012-11-13 16:15:44",41963,38149,1,1,49.99,19.49
1616,"2012-11-13 16:16:36",41967,36734,1,1,49.99,19.49
1617,"2012-11-13 16:18:30",41968,38153,1,1,49.99,19.49
1618,"2012-11-13 16:34:41",41974,33761,1,1,49.99,19.49
1619,"2012-11-13 16:47:09",41981,38163,1,1,49.99,19.49
1620,"2012-11-13 17:06:53",41990,38171,1,1,49.99,19.49
1621,"2012-11-13 17:44:27",41997,38177,1,1,49.99,19.49
1622,"2012-11-13 19:30:35",42024,38203,1,1,49.99,19.49
1623,"2012-11-13 20:02:07",42033,38210,1,1,49.99,19.49
1624,"2012-11-13 21:14:41",42044,38221,1,1,49.99,19.49
1625,"2012-11-14 00:16:26",42081,38257,1,1,49.99,19.49
1626,"2012-11-14 04:29:51",42102,38277,1,1,49.99,19.49
1627,"2012-11-14 05:45:44",42111,38284,1,1,49.99,19.49
1628,"2012-11-14 08:00:18",42125,38298,1,1,49.99,19.49
1629,"2012-11-14 10:32:01",42168,38339,1,1,49.99,19.49
1630,"2012-11-14 11:26:12",42190,38356,1,1,49.99,19.49
1631,"2012-11-14 12:13:16",42204,38367,1,1,49.99,19.49
1632,"2012-11-14 14:06:47",42244,30775,1,1,49.99,19.49
1633,"2012-11-14 14:12:31",42247,38402,1,1,49.99,19.49
1634,"2012-11-14 14:26:08",42252,38407,1,1,49.99,19.49
1635,"2012-11-14 16:39:56",42312,38460,1,1,49.99,19.49
1636,"2012-11-14 17:45:33",42333,38479,1,1,49.99,19.49
1637,"2012-11-14 18:13:28",42341,38486,1,1,49.99,19.49
1638,"2012-11-14 18:39:21",42354,38499,1,1,49.99,19.49
1639,"2012-11-14 20:13:00",42379,38522,1,1,49.99,19.49
1640,"2012-11-15 02:11:57",42437,38572,1,1,49.99,19.49
1641,"2012-11-15 02:57:28",42442,38577,1,1,49.99,19.49
1642,"2012-11-15 03:49:38",42446,38581,1,1,49.99,19.49
1643,"2012-11-15 04:07:14",42450,27519,1,1,49.99,19.49
1644,"2012-11-15 07:06:45",42464,38597,1,1,49.99,19.49
1645,"2012-11-15 10:49:58",42520,38648,1,1,49.99,19.49
1646,"2012-11-15 11:40:13",42538,38664,1,1,49.99,19.49
1647,"2012-11-15 12:21:45",42553,38678,1,1,49.99,19.49
1648,"2012-11-15 12:21:49",42551,38676,1,1,49.99,19.49
1649,"2012-11-15 12:35:12",42560,38684,1,1,49.99,19.49
1650,"2012-11-15 13:38:43",42576,38698,1,1,49.99,19.49
1651,"2012-11-15 15:57:26",42632,38749,1,1,49.99,19.49
1652,"2012-11-15 17:01:14",42663,38779,1,1,49.99,19.49
1653,"2012-11-15 17:35:09",42671,38786,1,1,49.99,19.49
1654,"2012-11-15 17:49:58",42681,38795,1,1,49.99,19.49
1655,"2012-11-15 18:28:02",42694,38808,1,1,49.99,19.49
1656,"2012-11-15 18:50:05",42703,36954,1,1,49.99,19.49
1657,"2012-11-15 20:28:46",42725,38834,1,1,49.99,19.49
1658,"2012-11-15 20:35:07",42727,25124,1,1,49.99,19.49
1659,"2012-11-15 21:02:38",42733,38840,1,1,49.99,19.49
1660,"2012-11-15 23:35:40",42761,38864,1,1,49.99,19.49
1661,"2012-11-16 04:00:18",42785,38884,1,1,49.99,19.49
1662,"2012-11-16 08:26:24",42806,38904,1,1,49.99,19.49
1663,"2012-11-16 09:27:44",42824,38919,1,1,49.99,19.49
1664,"2012-11-16 09:51:40",42832,38927,1,1,49.99,19.49
1665,"2012-11-16 09:53:31",42829,38924,1,1,49.99,19.49
1666,"2012-11-16 10:26:01",42840,38934,1,1,49.99,19.49
1667,"2012-11-16 11:02:46",42851,25129,1,1,49.99,19.49
1668,"2012-11-16 11:50:16",42869,38957,1,1,49.99,19.49
1669,"2012-11-16 12:23:30",42892,38979,1,1,49.99,19.49
1670,"2012-11-16 13:03:01",42904,38990,1,1,49.99,19.49
1671,"2012-11-16 14:50:29",42947,39029,1,1,49.99,19.49
1672,"2012-11-16 15:27:48",42961,39043,1,1,49.99,19.49
1673,"2012-11-16 15:34:34",42962,39044,1,1,49.99,19.49
1674,"2012-11-16 15:40:42",42968,39050,1,1,49.99,19.49
1675,"2012-11-16 16:11:37",42984,32739,1,1,49.99,19.49
1676,"2012-11-16 17:46:44",43014,39092,1,1,49.99,19.49
1677,"2012-11-16 19:16:32",43040,39117,1,1,49.99,19.49
1678,"2012-11-16 19:27:03",43044,39120,1,1,49.99,19.49
1679,"2012-11-16 19:33:21",43046,39122,1,1,49.99,19.49
1680,"2012-11-16 22:23:45",43076,39150,1,1,49.99,19.49
1681,"2012-11-16 22:34:57",43078,39152,1,1,49.99,19.49
1682,"2012-11-17 13:25:56",43155,39221,1,1,49.99,19.49
1683,"2012-11-17 15:23:54",43172,39237,1,1,49.99,19.49
1684,"2012-11-17 16:11:35",43174,39239,1,1,49.99,19.49
1685,"2012-11-17 17:35:47",43189,39252,1,1,49.99,19.49
1686,"2012-11-17 17:53:20",43190,39253,1,1,49.99,19.49
1687,"2012-11-18 03:01:17",43255,39310,1,1,49.99,19.49
1688,"2012-11-18 06:19:23",43270,39324,1,1,49.99,19.49
1689,"2012-11-18 06:56:43",43272,39326,1,1,49.99,19.49
1690,"2012-11-18 14:45:47",43330,39381,1,1,49.99,19.49
1691,"2012-11-18 14:51:05",43329,37664,1,1,49.99,19.49
1692,"2012-11-18 16:04:43",43340,30012,1,1,49.99,19.49
1693,"2012-11-18 16:47:40",43345,39394,1,1,49.99,19.49
1694,"2012-11-18 21:44:11",43401,39447,1,1,49.99,19.49
1695,"2012-11-19 00:15:25",43433,39475,1,1,49.99,19.49
1696,"2012-11-19 02:53:02",43452,39489,1,1,49.99,19.49
1697,"2012-11-19 05:48:29",43466,39502,1,1,49.99,19.49
1698,"2012-11-19 06:02:46",43467,24159,1,1,49.99,19.49
1699,"2012-11-19 07:04:17",43479,39514,1,1,49.99,19.49
1700,"2012-11-19 11:21:03",43553,39583,1,1,49.99,19.49
1701,"2012-11-19 11:50:08",43563,39592,1,1,49.99,19.49
1702,"2012-11-19 12:15:12",43580,39606,1,1,49.99,19.49
1703,"2012-11-19 13:05:58",43589,39612,1,1,49.99,19.49
1704,"2012-11-19 16:33:41",43663,31403,1,1,49.99,19.49
1705,"2012-11-19 17:36:22",43682,39695,1,1,49.99,19.49
1706,"2012-11-19 17:56:37",43687,39698,1,1,49.99,19.49
1707,"2012-11-19 20:12:44",43727,39734,1,1,49.99,19.49
1708,"2012-11-20 01:11:24",43776,37006,1,1,49.99,19.49
1709,"2012-11-20 06:36:17",43817,39814,1,1,49.99,19.49
1710,"2012-11-20 07:45:32",43829,39825,1,1,49.99,19.49
1711,"2012-11-20 08:36:39",43838,39833,1,1,49.99,19.49
1712,"2012-11-20 09:24:49",43854,29977,1,1,49.99,19.49
1713,"2012-11-20 10:58:15",43882,28828,1,1,49.99,19.49
1714,"2012-11-20 11:31:18",43897,39880,1,1,49.99,19.49
1715,"2012-11-20 12:24:55",43920,39900,1,1,49.99,19.49
1716,"2012-11-20 15:37:42",44005,39971,1,1,49.99,19.49
1717,"2012-11-20 15:54:30",44014,35517,1,1,49.99,19.49
1718,"2012-11-20 17:26:09",44047,40008,1,1,49.99,19.49
1719,"2012-11-20 17:51:54",44059,40020,1,1,49.99,19.49
1720,"2012-11-20 18:08:20",44064,40025,1,1,49.99,19.49
1721,"2012-11-20 19:05:47",44081,40039,1,1,49.99,19.49
1722,"2012-11-20 19:43:19",44093,40050,1,1,49.99,19.49
1723,"2012-11-21 04:50:53",44183,40135,1,1,49.99,19.49
1724,"2012-11-21 08:46:51",44213,40163,1,1,49.99,19.49
1725,"2012-11-21 09:23:11",44229,40177,1,1,49.99,19.49
1726,"2012-11-21 11:47:09",44287,40229,1,1,49.99,19.49
1727,"2012-11-21 12:26:47",44297,40239,1,1,49.99,19.49
1728,"2012-11-21 12:40:43",44298,26031,1,1,49.99,19.49
1729,"2012-11-21 12:41:15",44299,40240,1,1,49.99,19.49
1730,"2012-11-21 14:05:48",44337,40274,1,1,49.99,19.49
1731,"2012-11-21 14:35:15",44355,40291,1,1,49.99,19.49
1732,"2012-11-21 14:36:38",44358,40293,1,1,49.99,19.49
1733,"2012-11-21 17:50:53",44443,40369,1,1,49.99,19.49
1734,"2012-11-21 18:09:44",44449,40375,1,1,49.99,19.49
1735,"2012-11-21 19:31:13",44474,40396,1,1,49.99,19.49
1736,"2012-11-21 19:58:35",44485,40405,1,1,49.99,19.49
1737,"2012-11-21 20:21:23",44492,40412,1,1,49.99,19.49
1738,"2012-11-21 23:03:47",44525,40443,1,1,49.99,19.49
1739,"2012-11-21 23:56:37",44536,40453,1,1,49.99,19.49
1740,"2012-11-22 01:10:24",44547,40462,1,1,49.99,19.49
1741,"2012-11-22 08:59:51",44610,40519,1,1,49.99,19.49
1742,"2012-11-22 11:14:32",44662,40570,1,1,49.99,19.49
1743,"2012-11-22 11:29:50",44669,40575,1,1,49.99,19.49
1744,"2012-11-22 12:06:36",44679,40582,1,1,49.99,19.49
1745,"2012-11-22 12:35:07",44689,40591,1,1,49.99,19.49
1746,"2012-11-22 14:41:18",44746,28308,1,1,49.99,19.49
1747,"2012-11-22 18:57:13",44847,40731,1,1,49.99,19.49
1748,"2012-11-22 22:18:26",44887,40766,1,1,49.99,19.49
1749,"2012-11-23 00:21:14",44935,40810,1,1,49.99,19.49
1750,"2012-11-23 00:33:48",44944,40819,1,1,49.99,19.49
1751,"2012-11-23 00:44:18",44950,40825,1,1,49.99,19.49
1752,"2012-11-23 00:54:00",44966,40841,1,1,49.99,19.49
1753,"2012-11-23 01:11:47",44993,40865,1,1,49.99,19.49
1754,"2012-11-23 01:56:11",45037,40909,1,1,49.99,19.49
1755,"2012-11-23 02:04:24",45051,40923,1,1,49.99,19.49
1756,"2012-11-23 02:54:01",45095,40966,1,1,49.99,19.49
1757,"2012-11-23 03:11:37",45118,40988,1,1,49.99,19.49
1758,"2012-11-23 03:58:45",45147,41017,1,1,49.99,19.49
1759,"2012-11-23 04:03:42",45154,41024,1,1,49.99,19.49
1760,"2012-11-23 04:14:14",45164,41034,1,1,49.99,19.49
1761,"2012-11-23 04:22:29",45170,41040,1,1,49.99,19.49
1762,"2012-11-23 04:57:30",45205,41075,1,1,49.99,19.49
1763,"2012-11-23 05:27:23",45230,41099,1,1,49.99,19.49
1764,"2012-11-23 05:53:46",45244,41113,1,1,49.99,19.49
1765,"2012-11-23 05:59:02",45262,41131,1,1,49.99,19.49
1766,"2012-11-23 07:09:52",45346,41214,1,1,49.99,19.49
1767,"2012-11-23 07:28:28",45390,41258,1,1,49.99,19.49
1768,"2012-11-23 07:35:54",45412,41280,1,1,49.99,19.49
1769,"2012-11-23 07:40:57",45408,41276,1,1,49.99,19.49
1770,"2012-11-23 07:56:46",45432,41300,1,1,49.99,19.49
1771,"2012-11-23 08:12:10",45470,41337,1,1,49.99,19.49
1772,"2012-11-23 08:30:50",45500,41367,1,1,49.99,19.49
1773,"2012-11-23 08:46:50",45546,41412,1,1,49.99,19.49
1774,"2012-11-23 08:54:30",45547,41413,1,1,49.99,19.49
1775,"2012-11-23 09:09:35",45591,41456,1,1,49.99,19.49
1776,"2012-11-23 09:16:20",45594,41459,1,1,49.99,19.49
1777,"2012-11-23 09:21:14",45611,41476,1,1,49.99,19.49
1778,"2012-11-23 09:33:56",45649,41514,1,1,49.99,19.49
1779,"2012-11-23 09:36:25",45668,41533,1,1,49.99,19.49
1780,"2012-11-23 09:39:09",45681,41546,1,1,49.99,19.49
1781,"2012-11-23 09:58:10",45718,41583,1,1,49.99,19.49
1782,"2012-11-23 10:12:04",45758,41623,1,1,49.99,19.49
1783,"2012-11-23 10:18:13",45772,41637,1,1,49.99,19.49
1784,"2012-11-23 10:23:32",45845,41710,1,1,49.99,19.49
1785,"2012-11-23 10:29:26",45858,41723,1,1,49.99,19.49
1786,"2012-11-23 10:31:54",45868,41733,1,1,49.99,19.49
1787,"2012-11-23 10:33:01",45889,41754,1,1,49.99,19.49
1788,"2012-11-23 10:42:25",45884,41749,1,1,49.99,19.49
1789,"2012-11-23 10:43:07",45903,41768,1,1,49.99,19.49
1790,"2012-11-23 11:02:41",45976,41841,1,1,49.99,19.49
1791,"2012-11-23 11:10:41",46001,41866,1,1,49.99,19.49
